question,startpoint,endpoint,opt1,opt2,correct_choice,question_id,prompt_id
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. xin wants to pass a message most efficiently to major, should xin begin by passing the message on to kira or christian?",xin,major,kira,christian,kira,38,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. xin wants to pass a message most efficiently to morgan, should xin begin by passing the message on to kira or christian?",xin,morgan,kira,christian,kira,39,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. hope wants to pass a message most efficiently to sunny, should hope begin by passing the message on to major or christian?",hope,sunny,major,christian,christian,40,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. hope wants to pass a message most efficiently to xin, should hope begin by passing the message on to major or christian?",hope,xin,major,christian,christian,41,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. hope wants to pass a message most efficiently to kira, should hope begin by passing the message on to major or christian?",hope,kira,major,christian,major,42,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. hope wants to pass a message most efficiently to morgan, should hope begin by passing the message on to christian or major?",hope,morgan,christian,major,major,43,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. kira wants to pass a message most efficiently to christian, should kira begin by passing the message on to major or xin?",kira,christian,major,xin,xin,44,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. kira wants to pass a message most efficiently to christian, should kira begin by passing the message on to xin or morgan?",kira,christian,xin,morgan,xin,45,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. kira wants to pass a message most efficiently to hope, should kira begin by passing the message on to major or xin?",kira,hope,major,xin,major,46,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. kira wants to pass a message most efficiently to hope, should kira begin by passing the message on to major or morgan?",kira,hope,major,morgan,major,47,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. major wants to pass a message most efficiently to christian, should major begin by passing the message on to kira or hope?",major,christian,kira,hope,hope,48,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. major wants to pass a message most efficiently to christian, should major begin by passing the message on to morgan or hope?",major,christian,morgan,hope,hope,49,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. major wants to pass a message most efficiently to xin, should major begin by passing the message on to hope or kira?",major,xin,hope,kira,kira,50,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. major wants to pass a message most efficiently to xin, should major begin by passing the message on to morgan or kira?",major,xin,morgan,kira,kira,51,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. morgan wants to pass a message most efficiently to xin, should morgan begin by passing the message on to major or kira?",morgan,xin,major,kira,kira,52,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. morgan wants to pass a message most efficiently to hope, should morgan begin by passing the message on to major or kira?",morgan,hope,major,kira,major,53,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. sunny wants to pass a message most efficiently to violet, should sunny begin by passing the message on to christian or jay?",sunny,violet,christian,jay,jay,54,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. sunny wants to pass a message most efficiently to heaven, should sunny begin by passing the message on to christian or jay?",sunny,heaven,christian,jay,jay,55,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. sunny wants to pass a message most efficiently to kira, should sunny begin by passing the message on to jay or christian?",sunny,kira,jay,christian,christian,56,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. sunny wants to pass a message most efficiently to major, should sunny begin by passing the message on to christian or jay?",sunny,major,christian,jay,christian,57,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. jay wants to pass a message most efficiently to autumn, should jay begin by passing the message on to justice or sunny?",jay,autumn,justice,sunny,justice,58,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. jay wants to pass a message most efficiently to autumn, should jay begin by passing the message on to genesis or sunny?",jay,autumn,genesis,sunny,genesis,59,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. jay wants to pass a message most efficiently to xin, should jay begin by passing the message on to justice or sunny?",jay,xin,justice,sunny,sunny,60,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. jay wants to pass a message most efficiently to xin, should jay begin by passing the message on to sunny or genesis?",jay,xin,sunny,genesis,sunny,61,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. jay wants to pass a message most efficiently to hope, should jay begin by passing the message on to sunny or justice?",jay,hope,sunny,justice,sunny,62,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. jay wants to pass a message most efficiently to hope, should jay begin by passing the message on to sunny or genesis?",jay,hope,sunny,genesis,sunny,63,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. justice wants to pass a message most efficiently to christian, should justice begin by passing the message on to genesis or jay?",justice,christian,genesis,jay,jay,64,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. justice wants to pass a message most efficiently to christian, should justice begin by passing the message on to jay or violet?",justice,christian,jay,violet,jay,65,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. genesis wants to pass a message most efficiently to christian, should genesis begin by passing the message on to justice or jay?",genesis,christian,justice,jay,jay,66,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. genesis wants to pass a message most efficiently to christian, should genesis begin by passing the message on to violet or jay?",genesis,christian,violet,jay,jay,67,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. genesis wants to pass a message most efficiently to christian, should genesis begin by passing the message on to jay or heaven?",genesis,christian,jay,heaven,jay,68,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. violet wants to pass a message most efficiently to sunny, should violet begin by passing the message on to autumn or justice?",violet,sunny,autumn,justice,justice,69,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. violet wants to pass a message most efficiently to sunny, should violet begin by passing the message on to genesis or autumn?",violet,sunny,genesis,autumn,genesis,70,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. heaven wants to pass a message most efficiently to sunny, should heaven begin by passing the message on to autumn or genesis?",heaven,sunny,autumn,genesis,genesis,71,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. christian wants to pass a message most efficiently to justice, should christian begin by passing the message on to sunny or xin?",christian,justice,sunny,xin,sunny,72,62
"christian is friends with xin. kira is friends with xin. kira is friends with major. jay is friends with genesis. sunny is friends with christian. jay is friends with sunny. sunny is friends with jay. autumn is friends with violet. genesis is friends with heaven. christian is friends with sunny. xin is friends with kira. justice is friends with violet. major is friends with kira. genesis is friends with violet. violet is friends with justice. christian is friends with hope. hope is friends with christian. kira is friends with morgan. heaven is friends with autumn. justice is friends with genesis. heaven is friends with genesis. violet is friends with autumn. morgan is friends with kira. major is friends with morgan. justice is friends with jay. jay is friends with justice. xin is friends with christian. morgan is friends with major. autumn is friends with heaven. violet is friends with genesis. genesis is friends with jay. major is friends with hope. hope is friends with major. genesis is friends with justice. christian wants to pass a message most efficiently to justice, should christian begin by passing the message on to sunny or hope?",christian,justice,sunny,hope,sunny,73,62
